LG,"Part #",Description,Quantity
Warehouse,"SPECIAL ORDER: N370-0053","KIT, TWO CASTERS & PLUGS",0
Warehouse,"SPECIAL ORDER: N370-0504","Range Side Burner",0
Warehouse,"SPECIAL ORDER: N370-0505","Range Side Burner",0
Warehouse,"SPECIAL ORDER: N370-0729","Infrared Burner Kit for PRO 665",0
Warehouse,"SPECIAL ORDER: N370-0775","Infrared Burner Kit for PRO 665",0
Warehouse,"SPECIAL ORDER: N370-0800","KIT, COLOUR CHANGING LED SMALL",0
Warehouse,"SPECIAL ORDER: N370-0801","KIT, COLOUR CHANGING LED LARGE",0
Warehouse,"SPECIAL ORDER: N370-0957","KIT, CONV NAT TO LPG P500RB-1/2/3",0
Warehouse,"SPECIAL ORDER: N370-0963","KIT, CONV NAT TO LPG P665RSIB",0
Warehouse,"SPECIAL ORDER: N370-0967","KIT, CONV NAT TO LPG PRO665RSIB-2/-3",0
Warehouse,"SPECIAL ORDER: N370-0969","KIT, CONV NAT TO LPG PRO825RSBI-2/-3",0
Warehouse,"SPECIAL ORDER: N370-0981CE","!!! KIT, CE TANK HOLDER 500/665/825",0
Warehouse,"SPECIAL ORDER: N370-1002","KIT, ROTIS COMM QLTY, NO SPIT BIG32/38",0
Warehouse,"SPECIAL ORDER: N370-1016-SER","KIT, ELECTRICAL PANEL BIG32/38/44",0
Warehouse,"SPECIAL ORDER: N380-0020-RD","BURNER CONTROL KNOB",0
Warehouse,"SPECIAL ORDER: N380-0022-BK","CHROME CONTROL KNOB WITH BLACK FLAME",0
Warehouse,"SPECIAL ORDER: N380-0023-RD","KNOB CONTROL, CHROME, C/W RED FLAME",0
Warehouse,"SPECIAL ORDER: N380-0031","NGZ KNOB CONTR ROUND LRG BLUE GRIP",0
Warehouse,"SPECIAL ORDER: N380-0031-BK","KNOB CONTR ROUND LRG BLACK GRIP",0
Warehouse,"SPECIAL ORDER: N380-0034-CL","KNOB,CNTRL CLR C/W MAGNET SM",0
Warehouse,"SPECIAL ORDER: N380-0035-CL","LARGE CONTROL KNOB",0
Warehouse,"SPECIAL ORDER: N380-0040","KNOB, CONTROL SML GREY P500-3/P665/RSE-1",0
Warehouse,"SPECIAL ORDER: N380-0042-BK","KNOB, OVRMLD, SML BLACK RSE425/525",0
Warehouse,"SPECIAL ORDER: N380-0043","BURNER CONTROL KNOB LARGE",0
Warehouse,"SPECIAL ORDER: N380-0044","KNOB, CONTROL W/ BEZEL, SML, ROGUE/RXT-1",0
Warehouse,"SPECIAL ORDER: N380-0048-BKOTX","KNOB, CONTROL LRG F365/425",0
Warehouse,"SPECIAL ORDER: N402-0017","LIGHT C/W WIRE PRO-1/2/3",0
Warehouse,"SPECIAL ORDER: N430-0002","MAGNETIC CATCH",0
Warehouse,"SPECIAL ORDER: N450-0006","@ NUT, LOCKING 1/4-20 BLK ZINC",0
Warehouse,"SPECIAL ORDER: N450-0039","NUT, 10-24 POST PIVOT NUT STL STL",0
Warehouse,"SPECIAL ORDER: N450-0043","NGZ, NUT AXLE PLASTIC CAP 8MM",0
Warehouse,"SPECIAL ORDER: N455-0068","ORIFICE 1/16 (1.59) SD BRN NAT 500/665",0
Warehouse,"SPECIAL ORDER: N455-0072","ORIFICE, SD BRN IR CENTER #76 PRO825 LPG",0
Warehouse,"SPECIAL ORDER: N455-0074","ORIFICE, SD BRN 1.1MM PRO825 LPG",0
Warehouse,"SPECIAL ORDER: N460-0003","RECEPTACLE, L485, PRO500/PRO665/825",0
Warehouse,"SPECIAL ORDER: N475-0289","PANEL, CONTROL (GPFL48)",0
Warehouse,"SPECIAL ORDER: N475-0319-SER","NGZ, PANEL CONTROL 285 NA / 30MBAR",0
Warehouse,"SPECIAL ORDER: N475-0341-GY1SG","PANEL, INNER CABINET GREY PRO500/665",0
Warehouse,"SPECIAL ORDER: N475-0356-GY1SG","PANEL, LFT/RT CART RSE/RXT365/425/525-1",0
Warehouse,"SPECIAL ORDER: N475-0401","PANEL, CONTROL PRO500-1",0
Warehouse,"SPECIAL ORDER: N475-0449-GY1SG","REAR CART ENCLOSURE PANEL",0
Warehouse,"SPECIAL ORDER: N475-0460","PANEL, CONTROL P500RSIB-3",0
Warehouse,"SPECIAL ORDER: N475-0462","* PANEL, CONTROL P500-3 NO RB",0
Warehouse,"SPECIAL ORDER: N475-0499-GY15G","PANEL, CART 1/2 BACK RXT/RSE625-1",0
Warehouse,"SPECIAL ORDER: N475-0512","CONTROL PANEL",0
Warehouse,"SPECIAL ORDER: N475-0557-BK1SG","PANEL, CART SIDE AXLE HOLE BLK F365/425",0
Warehouse,"SPECIAL ORDER: N475-0571","PANEL, CONTRL LIGHT ASSY BI/PRO825RSBI-3",0
Warehouse,"SPECIAL ORDER: N475-0592","PANEL, CONTROL BIPRO500RB-3",0
Warehouse,"SPECIAL ORDER: N500-0039K","NGZ PLATE, IR SD BRN 485/500/605/730",0
Warehouse,"SPECIAL ORDER: N510-0012","PLUG, BLCK SNAP IN 1 3/4""",0
Warehouse,"SPECIAL ORDER: N510-0014","SOCKET, CASTER TYPE PRO500-1",0
Warehouse,"SPECIAL ORDER: N510-0017","BUMPER, BLK SILICONE 60A",0
Warehouse,"SPECIAL ORDER: N520-0023","NGZ RACK, WARMING 485 List $43",0
Warehouse,"SPECIAL ORDER: N520-0024","NGZ RACK, WARMING 605",0
Warehouse,"SPECIAL ORDER: N520-0025","NGZ RACK, WARMING 730",0
Warehouse,"SPECIAL ORDER: N520-0033","RACK, WARMING CHROME PLTD ROD P308-7",0
Warehouse,"SPECIAL ORDER: N520-0034","Napoleon Warming Rack",0
Warehouse,"SPECIAL ORDER: N520-0038","RACK,WARMING STN STL ROD LRG PRO825/500",0
Warehouse,"SPECIAL ORDER: N520-0040-BK2GL","RACK,WARMING PORC ROD 425",0
Warehouse,"SPECIAL ORDER: N520-0043","**** RACK, WARMING CHROME ROD 365",0
Warehouse,"SPECIAL ORDER: N520-0050","RACK, WARMING CHROME PLTD, ROGUE 425-1",0
Warehouse,"SPECIAL ORDER: N520-0051","RACK, WARMING CHROME PLTD ROGUE 365-1",0
Warehouse,"SPECIAL ORDER: N530-0011","REGULATOR, TYPE 600, PTSS215",0
Warehouse,"SPECIAL ORDER: N530-0014","REGULATOR, L.P. 20"" 1 OUTLET",0
Warehouse,"SPECIAL ORDER: N530-0050","REGULATOR 19"" HOSE 2 STAGE 1/2"" CONN",0
Warehouse,"SPECIAL ORDER: N530-0054-SER","NGZ REGULATOR (TQ285) SER",0
Warehouse,"SPECIAL ORDER: N530-0055-SER","!!! NGZ REGULATOR (TQ285X/PRO285X) SER",0
Warehouse,"SPECIAL ORDER: N555-0038","SPIT, ROD H/D 405/450/485/495/500",0
Warehouse,"SPECIAL ORDER: N565-0002","**** !!!SCREEN, IR BURNER - SEE SPECS",0
Warehouse,"SPECIAL ORDER: N570-0038","SCREW FOR FRONT HANDLE",0
Warehouse,"SPECIAL ORDER: N570-0042","@ SCRW,10-24 X 3/8 RND HD PHILIP STN STL",0
Warehouse,"SPECIAL ORDER: N570-0070","Screw, #8 32 x 3/8 STN STL Flat HD PHIL",0
Warehouse,"SPECIAL ORDER: N570-0076","SCREW, #8X1/2 HI/LO TAP PHIL PAN HD",0
Warehouse,"SPECIAL ORDER: N570-0082","NGZ SCREW, 1/4-20 X 5/8"" STN STL HEX HD",0
Warehouse,"SPECIAL ORDER: N570-0087","SCREW 1/4 X 20 X 7/8 HEX / VIS 1/4 X 20 X 7/8 HEX",0
Warehouse,"SPECIAL ORDER: N570-0110","NGZ,SCREW SHOULDER BLACK 1/4-20 TQ285X",0
Warehouse,"SPECIAL ORDER: N585-0023P","HEAT SHIELD, LP TANK 405 PED",0
Warehouse,"SPECIAL ORDER: N585-0046","** NGZ SHIELD, HEAT DRIP PAN BIM730",0
Warehouse,"SPECIAL ORDER: N585-0083","SHIELD, HEAT DRIP PAN BI 500",0
Warehouse,"SPECIAL ORDER: N585-0125-GY1SG","SHIELD, HEAT CABINET GREY P500-3",0
Warehouse,"SPECIAL ORDER: N590-0256-BK1TX","Bottom panel",1
Warehouse,"SPECIAL ORDER: N590-0256-GY1SG","SHELF, BOTTOM CART GREY 425 NA",0
Warehouse,"SPECIAL ORDER: N590-0291","Shelf, SD Left/Right STN STL P500-1/2- $86.00 List",0
Warehouse,"SPECIAL ORDER: N590-0314-GY1SG","SHELF, BOT GREY PRO500-3 NG/PG-NA,NG-CE",0
Warehouse,"SPECIAL ORDER: N590-0334-BK1SG","SHELF, CART BOTTOM BLACK F365 NA",0
Warehouse,"SPECIAL ORDER: N655-0129P","NGZ SUPPORT,LEG CHAR (NK22CK-L)",0
Warehouse,"SPECIAL ORDER: N660-0001","SWITCH, FOR BATTERY IGNITER",0
Warehouse,"SPECIAL ORDER: N660-0006","SWITCH, LIGHT 12V PRO-1",0
Warehouse,"SPECIAL ORDER: N660-0008","SWITCH, MOMENTARY 4.5V 120-250V 5A",0
Warehouse,"SPECIAL ORDER: N660-0009","SWITCH, MOMNTRY 12VDC PRO500/665/825-3",0
Warehouse,"SPECIAL ORDER: N680-0001-SER","THERMOCOUPLE PF450/600/GPFL48/GSS48",0
Warehouse,"SPECIAL ORDER: N685-0003","TEMP. HEAT INDICATOR, OVAL",0
Warehouse,"SPECIAL ORDER: N685-0013","!!! TEMP GUAGE LEX",0
Warehouse,"SPECIAL ORDER: N707-0012","TRANS LIGHTS PRO500-1/665-1/825-1 NA",0
Warehouse,"SPECIAL ORDER: N710-0038","Aluminized drip pan for a P450",0
Warehouse,"SPECIAL ORDER: N710-0045","PAN, DRIP P308/P308RB",0
Warehouse,"SPECIAL ORDER: N710-0070","PAN, DRIP STN STL (750/600)",0
Warehouse,"SPECIAL ORDER: N710-0079","NGZ, PAN DRIP (285/285X)",0
Warehouse,"SPECIAL ORDER: N710-0094","PAN, DRIP STN STL 425 (SINGLE DOOR CAB)",0
Warehouse,"SPECIAL ORDER: N710-0096","PAN, DRIP STN STL 425 (DBL DOOR CAB)",0
Warehouse,"SPECIAL ORDER: N710-0107","DRIP PAN, STN STL 365",0
Warehouse,"SPECIAL ORDER: N710-0108","DRIP PAN",0
Warehouse,"SPECIAL ORDER: N710-0134-BK2GL","TRAY, GREASE F365/425",0
Warehouse,"SPECIAL ORDER: N715-0091","LEFT SIDE LID CASTING- TRIM",0
Warehouse,"SPECIAL ORDER: N715-0099","TRIM, REAR STN STL BUILT IN 665",0
Warehouse,"SPECIAL ORDER: N720-0060","NGZ CONNECTOR, FLEX MANIFOLD 1/4X14"" (285)",0
Warehouse,"SPECIAL ORDER: N725-0010","VALVE, MAIN BURNER NAT",0
Warehouse,"SPECIAL ORDER: N725-0049","SAFETY VALVE",0
Warehouse,"SPECIAL ORDER: N725-0056","VALVE, PATIO FLAME TABLE (GPFR/GPFS)",0
Warehouse,"SPECIAL ORDER: N745-0007","WHEEL, NAP 8""- 6 SPOKE .5"" BORE",0
Warehouse,"SPECIAL ORDER: N750-0016","ELECTRONIC IGNITION LEAD",0
Warehouse,"SPECIAL ORDER: N750-0018","WIRE, INFRARED BURNER 38"" LEAD",0
Warehouse,"SPECIAL ORDER: N750-0020B","NGZ HARNESS WIRING C PANEL(BLUE) LED 485, List $10.00",0
Warehouse,"SPECIAL ORDER: N750-0021B","NGZ HARNESS WIRING C PANEL (BLUE) LED",0
Warehouse,"SPECIAL ORDER: N750-0040","WIRE, REAR/SIDE BURNER 45"" LEAD PRO",0
Warehouse,"SPECIAL ORDER: N750-0044","HARNESS, WIRE PWR PRO500-1/665-1/825-1",0
Warehouse,"SPECIAL ORDER: N750-0045","HARNESS, WIRE LIGHT RT PRO500/665-1/-2",0
Warehouse,"SPECIAL ORDER: N750-0082","WIRE, HALOGEN/CABINET LIGHT PRO500-3",0
Warehouse,"SPECIAL ORDER: N750-0101-SER","WIRE, EXTENSION 39.25 INCHES BIPRO-3",0
Warehouse,"SPECIAL ORDER: N750-0102-SER","WIRE, PWR EXTENSION 39.25 INCHES BIP-3",0
Warehouse,"SPECIAL ORDER: NEFB42H-BS","NAPOLEON ELECTRIC F/P 42IN FIREBOX",0
Warehouse,"SPECIAL ORDER: NEFBD60HE","CLEARion Elite Built-In Electric Fireplace",0
Warehouse,"SPECIAL ORDER: NONFLATIPOSTD *Upgrade*","6"" Non-Flat (2 Stat and 2 Lk Swivel)",0
Warehouse,"SPECIAL ORDER: OGGB-213528","21"" GAS GRILL / SIDE BURNER BASE",0
Warehouse,"SPECIAL ORDER: OGGB-393528","39"" GAS GRILL / SIDE BURNER BASE",0
Warehouse,"SPECIAL ORDER: OLKO36","Oak Log Set",0
Warehouse,"SPECIAL ORDER: OMDDB-121915.5","Grey Glimmer-Mini Kitchen Drawer/ Door Base Sample 12""Wx19""Hx15.5""",0
Warehouse,"SPECIAL ORDER: OPC-213528","21"" PULL OUT PROPANE BASE",0
Warehouse,"SPECIAL ORDER: OSB-243528 W/ SHAKER","24"" = 1 Door (LH or RH) List $1509",0
Warehouse,"SPECIAL ORDER: OSDDB-213528","21"" DRAWER/DOOR BASE",0
Warehouse,"SPECIAL ORDER: OSDDB-303528 W/ SHAKER","12"" - 24"" = 1 Door (LH or RH)",0
Warehouse,"SPECIAL ORDER: OWBC-183528","18"" WASTE BIN",0
Warehouse,"SPECIAL ORDER: OWBC-183528 W/ SHAKER","18"" Single Waste Bin",0
Warehouse,"SPECIAL ORDER: P- 1127","Wiring Harness - Male Plus all Wires - DCWF",0
Warehouse,"SPECIAL ORDER: P-1003","Auger Motor for DCWF - T-Pin",0
Warehouse,"SPECIAL ORDER: P-1004","Auger - DC",0
Warehouse,"SPECIAL ORDER: P-1006","Auger Motor for DC",0
Warehouse,"SPECIAL ORDER: P-1008","Chimney - DC",0
Warehouse,"SPECIAL ORDER: P-1009","Chimney Gasket DC",0
Warehouse,"SPECIAL ORDER: P-1010","Circuit Board - Trek/DC WiFi",0
Warehouse,"SPECIAL ORDER: P-1011","Combustion fan - DC",0
Warehouse,"SPECIAL ORDER: P-1013","Firebox - DC",0
Warehouse,"SPECIAL ORDER: P-1014","Grate - DC",0
Warehouse,"SPECIAL ORDER: P-1017","Handles - End DC",0
Warehouse,"SPECIAL ORDER: P-1019","Hopper Assembly - DC",0
Warehouse,"SPECIAL ORDER: P-1021","Igniter - Trek/DC",0
Warehouse,"SPECIAL ORDER: P-1022","Folding Leg/Handle for DC",0
Warehouse,"SPECIAL ORDER: P-1023","Lid- DC",0
Warehouse,"SPECIAL ORDER: P-1026","Leg Spring - DC",0
Warehouse,"SPECIAL ORDER: P-1027","Wiring Harness (Male Plus plus all wires) DC",0
Warehouse,"SPECIAL ORDER: P-1029","Stainless Flap for Probe",0
Warehouse,"SPECIAL ORDER: P-1031","Hinges - new style",0
Warehouse,"SPECIAL ORDER: P-1032","Logo Emblem - Ledge (Old Daniel Boone)",0
Warehouse,"SPECIAL ORDER: P-1036","Sensor -DB/JB 110V only",0
Warehouse,"SPECIAL ORDER: P-1040","Auger Bushings - DB/JB",0
Warehouse,"SPECIAL ORDER: P-1041","Auger Motor for DB or JB",0
Warehouse,"SPECIAL ORDER: P-1042","Auger Motor Fans",0
Warehouse,"SPECIAL ORDER: P-1044","Chimney for DB or JB",0
Warehouse,"SPECIAL ORDER: P-1046","Chimney gasket DB/JB",0
Warehouse,"SPECIAL ORDER: P-1047","Combustion Fan - DB/JB 110V only",0
Warehouse,"SPECIAL ORDER: P-1049","Combustion Fan Gasket",0
Warehouse,"SPECIAL ORDER: P-1050","Combustion Fan Wiring",0
Warehouse,"SPECIAL ORDER: P-1052","Digital Circuit Board DB - 110V only WiFi",0
Warehouse,"SPECIAL ORDER: P-1053","Digital Circuit Board JB - 110V only WiFi",0
Warehouse,"SPECIAL ORDER: P-1055","Combustion Fan Blades",0
Warehouse,"SPECIAL ORDER: P-1056","Firebox Assembly with Igniter",0
Warehouse,"SPECIAL ORDER: P-1058","Hopper Lid - DB/JB - SS",0
Warehouse,"SPECIAL ORDER: P-1059","Fuse for Circuit Board - 5A",0
Warehouse,"SPECIAL ORDER: P-1068","Handle - Hopper End Ledge/DB and Peak/JB",0
Warehouse,"SPECIAL ORDER: P-1070","Heat Shield DB/JB",0
Warehouse,"SPECIAL ORDER: P-1071","Heat Shield - JB Stainless for center firebox LONG (NEW)",0
Warehouse,"SPECIAL ORDER: P-1073","Hopper Assembly for JB",0
Warehouse,"SPECIAL ORDER: P-1074","Hopper fan - NEW",0
Warehouse,"SPECIAL ORDER: P-1075","Hopper fan - OLD 110V ONLY Choice",0
Warehouse,"SPECIAL ORDER: P-1076","Hopper Gasket",0
Warehouse,"SPECIAL ORDER: P-1077","Hopper Guards - Bottom",0
Warehouse,"SPECIAL ORDER: P-1078","Hopper Lid - DB/JB",0
Warehouse,"SPECIAL ORDER: P-1082","Leg #3 (Green Wheel)",0
Warehouse,"SPECIAL ORDER: P-1084","Lid - DB Black",0
Warehouse,"SPECIAL ORDER: P-1091","Power Cord - DB/JB 110V only",0
Warehouse,"SPECIAL ORDER: P-1092","Grease Tray Rails - DB/JB",0
Warehouse,"SPECIAL ORDER: P-1094","Side Tray - DB/JB",0
Warehouse,"SPECIAL ORDER: P-1095","Switch for Control Panel",0
Warehouse,"SPECIAL ORDER: P-1096","Igniter Tube with Set Screw - DB",0
Warehouse,"SPECIAL ORDER: P-1097",Wheel,0
Warehouse,"SPECIAL ORDER: P-1098","Wiring Harness (Male Plus all wires) DB/JB",0
Warehouse,"SPECIAL ORDER: P-1099","Igniter - JB/DB 110v only",0
Warehouse,"SPECIAL ORDER: P-1100","Auger assembly complete - JB Long (Center Firebox) - 110V only",0
Warehouse,"SPECIAL ORDER: P-1101","Auger - JB",0
Warehouse,"SPECIAL ORDER: P-1102","Igniter Screw with Set Tube - JB",0
Warehouse,"SPECIAL ORDER: P-1104","Grease Tray - Trek/DC - SS - 1-piece",0
Warehouse,"SPECIAL ORDER: P-1107","Handle - Trek/DC NEW STYLE",0
Warehouse,"SPECIAL ORDER: P-1109","Handle - Jim Bowie - New Style",0
Warehouse,"SPECIAL ORDER: P-1110","Combustion Fan Assembly - JB Long Wire 110V",0
Warehouse,"SPECIAL ORDER: P-1111","Firebox Assembly with Igniter JB Long Wire",0
Warehouse,"SPECIAL ORDER: P-1112","Hopper Guards - Upper - Pellet Guard",0
Warehouse,"SPECIAL ORDER: P-1113","Auger - DB or JB Offset T-Pin",0
Warehouse,"SPECIAL ORDER: P-1114","Combustion Fan Wiring - JB Long Wire",0
Warehouse,"SPECIAL ORDER: P-1116","Wheel (Caster) 110v Choice",0
Warehouse,"SPECIAL ORDER: P-1117","Cotter Pin - DB for Auger/Auger Motor Connection Long Wire",0
Warehouse,"SPECIAL ORDER: P-1118","Auger - JB Long - Center Pot - T-Pin",0
Warehouse,"SPECIAL ORDER: P-1119","Auger Motor for DB or JB - 110v - T-Pin",0
Warehouse,"SPECIAL ORDER: P-1120","Pellet Dump Hatch Door - New Style w/Screw",0
Warehouse,"SPECIAL ORDER: P-1121","Pellet Dump Hatch Door - Old Style",0
Warehouse,"SPECIAL ORDER: P-1123","Logo Emblem - Peak (old Jim Bowie)",0
Warehouse,"SPECIAL ORDER: P-1124","Nut for Thermal Sensor",0
Warehouse,"SPECIAL ORDER: P-1125","Ash Dump Door",0
Warehouse,"SPECIAL ORDER: P-1126","Plug - Female DCWF",0
Warehouse,"SPECIAL ORDER: P-1127","Hopper Guards - Lower - DCWF",0
Warehouse,"SPECIAL ORDER: P-1128","Hopper Guards - Upper - DCWF",0
Warehouse,"SPECIAL ORDER: P-1129","Hinge - SS for Lid - DCWF",0
Warehouse,"SPECIAL ORDER: P-1130","Logo Emblem - Trek",0
Warehouse,"SPECIAL ORDER: P-1131","Chimney Cap - DCWF",0
Warehouse,"SPECIAL ORDER: P-1134","Gasket - Thermal Isolation for Handle - 100 ea.",0
Warehouse,"SPECIAL ORDER: P-1138","Auger T-Pin Bushing Plate",0
Warehouse,"SPECIAL ORDER: P-1158","Igniter -DB/JB 110V only",0
Warehouse,"SPECIAL ORDER: P-1201","Auger Motor for DB or JB - 12v",0
Warehouse,"SPECIAL ORDER: P-1205","Digital Circuit Board DB Prime - 12V WiFi",0
Warehouse,"SPECIAL ORDER: P-1209","Sensor - 12V Prime",0
Warehouse,"SPECIAL ORDER: P-1210","Bottom Shelf - DB 12v Only",0
Warehouse,"SPECIAL ORDER: P-1211","Bottom Shelf - JB 12v Only",0
Warehouse,"SPECIAL ORDER: P-1214","Leg #1/2 (Caster Wheel) - Large 12v Prime Only",0
Warehouse,"SPECIAL ORDER: P-1215","Leg #3/4 (Caster Wheel) - Large 12v Prime Only",0
Warehouse,"SPECIAL ORDER: P-1221","Combustion Fan - Ledge/DB and Peak/JB 12V only",0
Warehouse,"SPECIAL ORDER: P-1222","Hopper Assembly - DB/JB 12v Only - Black Lid with Window",0
Warehouse,"SPECIAL ORDER: P-1223","Hopper Assembly - DB/JB 12v Only - SS Lid with Window",0
Warehouse,"SPECIAL ORDER: P-1225","Operator's Manual - Prime - 12v Grills Non WiFi",0
Warehouse,"SPECIAL ORDER: P-1227","Wheel (Green) 12v Prime",0
Warehouse,"SPECIAL ORDER: P-1229","Heat Shield - Prime 12v - Daniel Boone",0
Warehouse,"SPECIAL ORDER: P-1230","Heat Shield - Prime 12v - Jim Bowie",0
Warehouse,"SPECIAL ORDER: P-1231","Heat Shield - Pull Rod - Prime 12v - Daniel Boone",0
Warehouse,"SPECIAL ORDER: P-1232","Heat Shield - Pull Rod - Prime 12v - Jim Bowie",0
Warehouse,"SPECIAL ORDER: P-1236","Hopper Lid Latch - DB/JB - SS Prime",0
Warehouse,"SPECIAL ORDER: P-1237","Hopper Lid - DB/JB - Black Prime with Latch",0
Warehouse,"SPECIAL ORDER: P-1238","Hopper Lid - DB/JB - SS Prime with Latch",0
Warehouse,"SPECIAL ORDER: P-1239","Hopper Window Gasket",0
Warehouse,"SPECIAL ORDER: P-1240","Lid Window",0
Warehouse,"SPECIAL ORDER: P-1241","Lid Window Gasket",0
Warehouse,"SPECIAL ORDER: P-1242","Side Tray Hooks - 12v Prime",0
Warehouse,"SPECIAL ORDER: P-1243","Firebox DB/JB - Prime 12v",0
Warehouse,"SPECIAL ORDER: P-1295","AC Adapter 1 piece 15 AMP -  Fits ALL 12V grills (NOT Prime 2.0)",0
Warehouse,"SPECIAL ORDER: PDS-1218","Pan Door Sample- Powder Coat Outer Panel (No hinges)",0
Warehouse,"SPECIAL ORDER: PFS","Patioflame Screen for GPF and GPFG",0
Warehouse,"SPECIAL ORDER: PNA90007","Chamber Assembly for Apollo 300",0
Warehouse,"SPECIAL ORDER: PQE90006","Cooking Grid for Apollo 300",0
Warehouse,"SPECIAL ORDER: PRHLKT","Halogen Light Replacement for Prestige PRO Series",0
Warehouse,"SPECIAL ORDER: PRO285N-BK","TravelQ PRO285 Portable Natural Gas Grill, Black",0
Warehouse,"SPECIAL ORDER: PRO605CSS","Charcoal Professional Grill, Stainless Steel",0
Warehouse,"SPECIAL ORDER: PTH31-CONV","Conversion Kit for SKYFire Bellagio",0
Warehouse,"SPECIAL ORDER: S12315","HOOD HANDLE, 1.25D x 18GA x 24 TEBQ/TPBQ30",0
Warehouse,"SPECIAL ORDER: S12351","Tube Handle, 24.6? S/S Handle; $35.64 Retail",0
Warehouse,"SPECIAL ORDER: S12407","Tubing, Flexible, 3/8cc x 7.5"" Long, S/S",0
Warehouse,"SPECIAL ORDER: S12601","Elbow, Brass 3/8 CC x 1/8 FIP",0
Warehouse,"SPECIAL ORDER: S12602","Coupling, Brass 3/8"" Flare x 1/2"" FIP",0
Warehouse,"SPECIAL ORDER: S12606","PIPE PLUG, 1/8, BI, SVCE LIST $17.43",0
Warehouse,"SPECIAL ORDER: S12612","Stopper, 1"" Dia, Brass N.P",0
Warehouse,"SPECIAL ORDER: S12616-6","Faucet, 6"" Swivel Gooseneck Spout, SVCE",0
Warehouse,"SPECIAL ORDER: S12641","Coupling, 3/8cc x 1/2""",0
Warehouse,"SPECIAL ORDER: S12665","Socket Plug-Hex, 1/4 List $8.18",0
Warehouse,"SPECIAL ORDER: S12675","UNDER COUNTER SOAP DISPENSER, SVCE",0
Warehouse,"SPECIAL ORDER: S12693","White Plastic Split Ring",0
Warehouse,"SPECIAL ORDER: S12703-2YN","MANIFOLD ASSEMBLY - DOUBLE BURNER, NG, SVCE",0
Warehouse,"SPECIAL ORDER: S12734","30"" Manifold Pipe, SVCE",0
Warehouse,"SPECIAL ORDER: S12736","Manifold, TEBQ-36",0
Warehouse,"SPECIAL ORDER: S12751YL","MANIFOLD ASSEMBLY, DHBQ26G-LP",0
Warehouse,"SPECIAL ORDER: S12751YN","Manifold Assembly, DHBQ26G, NG, w/ Cap Screw S14126 x3, SVCE",0
Warehouse,"SPECIAL ORDER: S12752G-YN","Delta Heat Manifold Assembly (DHBQ)",0
Warehouse,"SPECIAL ORDER: S12752RYL","Manifold Assembly, DHBQ32R, LP, SVCE",0
Warehouse,"SPECIAL ORDER: S12752RYN","Manifold Assembly, DHBQ32R, NG, SVCE",0
Warehouse,"SPECIAL ORDER: S12753RYL","DHBQ38R-LP Manifold Assembly",0
Warehouse,"SPECIAL ORDER: S13101","Knob, Chrome with Valox insert",0
Warehouse,"SPECIAL ORDER: S13105","Bracket, Handle, Chrome w/ Screw x2 S14220, SVCE",0
Warehouse,"SPECIAL ORDER: S13112","Twin Eagles Logo w/ 14160 Clip",0
Warehouse,"SPECIAL ORDER: S13113","Bracket, Handle, w/ Insulator S13134, Extreme Series, EACH",0
Warehouse,"SPECIAL ORDER: S13122","Black Gas insert",0
Warehouse,"SPECIAl ORDER: S13134","Bracket Insulator, $4.00 list price",0
Warehouse,"SPECIAL ORDER: S13136","THERMOSTAT BEZEL, SVCE",0
Warehouse,"SPECIAL ORDER: S13138","Pizza Stone, 13 inch round, 1/2 inch Thick, TESG, List $71.99",0
Warehouse,"SPECIAL ORDER: S13144","Mesh, Screen, Sear Zone Burner",0
Warehouse,"SPECIAL ORDER: S13150","Bracket, Handle, High Polished Chrome, Cast Zinc, 2? w x 2-3/4 inch",0
Warehouse,"SPECIAL ORDER: S13154","Knob, Chrome, HI-Polished w/ VALOX insert (TEBQ)",0
Warehouse,"SPECIAL ORDER: S13165","Stainless Steel Bezel DHBQ",0
Warehouse,"SPECIAL ORDER: S13166","VENT HOOD DAMPER",0
Warehouse,"SPECIAL ORDER: S13201","Logo, Delta Heat, Black Background.",0
Warehouse,"SPECIAL ORDER: S13209","TRI TO RD ENDCAP",0
Warehouse,"SPECIAL ORDER: S13216","BEZEL, THERMOMETER, SVCE",0
Warehouse,"SPECIAL ORDER: S13224","Bezel Glass, SVCE",0
Warehouse,"SPECIAL ORDER: S13235","ILLUMINATED KNOB ASSEMBLY",0
Warehouse,"SPECIAL ORDER: S13254","Knob & Bezel Assembly, TEBQ-C BURNER, SVCE @ $199 (LIST)",0
Warehouse,"SPECIAL ORDER: S13258","HANDLE ENCAP, TRI TO ROD",0
Warehouse,"SPECIAL ORDER: S13262","KNOB AND BEZEL ASSEMBLY, TEBC-C AND TETG-C, List $171.30",0
Warehouse,"SPECIAL ORDER: S13266","KNOB ASSY, CAST ZAMAK, TEMP GRAPHICS, SVCE - $78.81",0
Warehouse,"SPECIAL ORDER: S13270","Light Bezel Housing, SVCE, Retail $84.75",0
Warehouse,"SPECIAL ORDER: S13305","Burner LP (Complete)",0
Warehouse,"SPECIAL ORDER: S13306","BASE, w/22"" ELECTRODE, 50/100 ORIFICE, SVCE  RETAIL $73.65",0
Warehouse,"SPECIAL ORDER: S13330","Burner, Infrared, Small",0
Warehouse,"SPECIAL ORDER: S13340","ORIFICE, NG, 1.95 mm, SVCE",0
Warehouse,"SPECIAL ORDER: S13341","LP Orifice",0
